id,token_name,to_address,from_token_address,to_token_address,from_token_decimals,network_fee,cross_amount(eth),gas_limit,to_chain_id
39,USDC,0x8b157B3fFEAD48C8a4CDC6bddBE1C1D170049Da4,4zMMC9srt5Ri5X14GAgXhaHii3GnPAEERYPJgZJDncDU,0x174BADB1B8b9248dAe0519C5C8f9fFd9aCb2E779,6,5000,0.00001,80000,2153201998
40,USDC,0x8b157B3fFEAD48C8a4CDC6bddBE1C1D170049Da4,4zMMC9srt5Ri5X14GAgXhaHii3GnPAEERYPJgZJDncDU,0x174BADB1B8b9248dAe0519C5C8f9fFd9aCb2E779,6,5000,0.00001,80000,2153201998
41,USDC,0x8b157B3fFEAD48C8a4CDC6bddBE1C1D170049Da4,4zMMC9srt5Ri5X14GAgXhaHii3GnPAEERYPJgZJDncDU,0x174BADB1B8b9248dAe0519C5C8f9fFd9aCb2E779,6,5000,0.00001,80000,2153201998
42,USDC,0x8b157B3fFEAD48C8a4CDC6bddBE1C1D170049Da4,4zMMC9srt5Ri5X14GAgXhaHii3GnPAEERYPJgZJDncDU,0x174BADB1B8b9248dAe0519C5C8f9fFd9aCb2E779,6,5000,0.00001,80000,2153201998
43,USDC,0x8b157B3fFEAD48C8a4CDC6bddBE1C1D170049Da4,4zMMC9srt5Ri5X14GAgXhaHii3GnPAEERYPJgZJDncDU,0x174BADB1B8b9248dAe0519C5C8f9fFd9aCb2E779,6,5000,0.00001,80000,2153201998
44,USDC,0x8b157B3fFEAD48C8a4CDC6bddBE1C1D170049Da4,4zMMC9srt5Ri5X14GAgXhaHii3GnPAEERYPJgZJDncDU,0x174BADB1B8b9248dAe0519C5C8f9fFd9aCb2E779,6,5000,0.00001,80000,2153201998
45,USDC,0x8b157B3fFEAD48C8a4CDC6bddBE1C1D170049Da4,4zMMC9srt5Ri5X14GAgXhaHii3GnPAEERYPJgZJDncDU,0x174BADB1B8b9248dAe0519C5C8f9fFd9aCb2E779,6,5000,0.00001,80000,2153201998
46,USDC,0x8b157B3fFEAD48C8a4CDC6bddBE1C1D170049Da4,4zMMC9srt5Ri5X14GAgXhaHii3GnPAEERYPJgZJDncDU,0x174BADB1B8b9248dAe0519C5C8f9fFd9aCb2E779,6,5000,0.00001,80000,2153201998
47,USDC,0x8b157B3fFEAD48C8a4CDC6bddBE1C1D170049Da4,4zMMC9srt5Ri5X14GAgXhaHii3GnPAEERYPJgZJDncDU,0x174BADB1B8b9248dAe0519C5C8f9fFd9aCb2E779,6,5000,0.00001,80000,2153201998
48,USDC,0x8b157B3fFEAD48C8a4CDC6bddBE1C1D170049Da4,4zMMC9srt5Ri5X14GAgXhaHii3GnPAEERYPJgZJDncDU,0x174BADB1B8b9248dAe0519C5C8f9fFd9aCb2E779,6,5000,0.00001,80000,2153201998
49,USDC,0x8b157B3fFEAD48C8a4CDC6bddBE1C1D170049Da4,4zMMC9srt5Ri5X14GAgXhaHii3GnPAEERYPJgZJDncDU,0x174BADB1B8b9248dAe0519C5C8f9fFd9aCb2E779,6,5000,0.00001,80000,2153201998
50,USDC,0x8b157B3fFEAD48C8a4CDC6bddBE1C1D170049Da4,4zMMC9srt5Ri5X14GAgXhaHii3GnPAEERYPJgZJDncDU,0x174BADB1B8b9248dAe0519C5C8f9fFd9aCb2E779,6,5000,0.00001,80000,2153201998
